Date,price,volume,delta_price1,delta_price2,delta_price3,delta_price4,delta_price5,Abs_delta_price1,Abs_delta_price2,Abs_delta_price3,Abs_delta_price4,Abs_delta_price5
2018-01-15,11282.49,325702.79,-2349.49,-2356.1399999999994,-2960.630000000001,-2558.7000000000007,-2025.5699999999997,2349.49,2356.1399999999994,2960.630000000001,2558.7000000000007,2025.5699999999997
2018-01-16,11162.7,348631.94,-119.78999999999905,-2469.279999999999,-2475.9299999999985,-3080.42,-2678.49,119.78999999999905,2469.279999999999,2475.9299999999985,3080.42,2678.49
2018-01-17,11175.52,204918.02,12.819999999999709,-106.96999999999935,-2456.459999999999,-2463.1099999999988,-3067.6000000000004,12.819999999999709,106.96999999999935,2456.459999999999,2463.1099999999988,3067.6000000000004
2018-01-18,11521.76,110885.87,346.2399999999998,359.0599999999995,239.27000000000044,-2110.2199999999993,-2116.869999999999,346.2399999999998,359.0599999999995,239.27000000000044,2110.2199999999993,2116.869999999999
2018-01-19,12783.94,119084.84,1262.1800000000003,1608.42,1621.2399999999998,1501.4500000000007,-848.039999999999,1262.1800000000003,1608.42,1621.2399999999998,1501.4500000000007,848.039999999999
2018-01-20,11549.93,130427.64,-1234.0100000000002,28.170000000000073,374.40999999999985,387.22999999999956,267.4400000000005,1234.0100000000002,28.170000000000073,374.40999999999985,387.22999999999956,267.4400000000005
2018-01-21,10814.52,165723.08,-735.4099999999999,-1969.42,-707.2399999999998,-361.0,-348.1800000000003,735.4099999999999,1969.42,707.2399999999998,361.0,348.1800000000003
2018-01-22,10858.23,158868.59,43.70999999999913,-691.7000000000007,-1925.710000000001,-663.5300000000007,-317.2900000000009,43.70999999999913,691.7000000000007,1925.710000000001,663.5300000000007,317.2900000000009
2018-01-23,11429.02,115804.82,570.7900000000009,614.5,-120.90999999999985,-1354.92,-92.73999999999978,570.7900000000009,614.5,120.90999999999985,1354.92,92.73999999999978
2018-01-24,11175.87,93317.76,-253.14999999999964,317.64000000000124,361.35000000000036,-374.0599999999995,-1608.0699999999997,253.14999999999964,317.64000000000124,361.35000000000036,374.0599999999995,1608.0699999999997
2018-01-25,11104.2,142350.84,-71.67000000000007,-324.8199999999997,245.97000000000116,289.6800000000003,-445.72999999999956,71.67000000000007,324.8199999999997,245.97000000000116,289.6800000000003,445.72999999999956
2018-01-26,11459.71,90873.81,355.5099999999984,283.8399999999983,30.68999999999869,601.4799999999996,645.1899999999987,355.5099999999984,283.8399999999983,30.68999999999869,601.4799999999996,645.1899999999987
2018-01-27,11767.74,87917.22,308.03000000000065,663.539999999999,591.869999999999,338.71999999999935,909.5100000000002,308.03000000000065,663.539999999999,591.869999999999,338.71999999999935,909.5100000000002
2018-01-28,11233.95,80713.7,-533.789999999999,-225.7599999999984,129.75,58.07999999999993,-195.0699999999997,533.789999999999,225.7599999999984,129.75,58.07999999999993,195.0699999999997
2018-01-29,10107.26,164072.93,-1126.6900000000005,-1660.4799999999996,-1352.449999999999,-996.9400000000005,-1068.6100000000006,1126.6900000000005,1660.4799999999996,1352.449999999999,996.9400000000005,1068.6100000000006
2018-01-30,10226.86,122260.49,119.60000000000036,-1007.0900000000001,-1540.8799999999992,-1232.8499999999985,-877.3400000000001,119.60000000000036,1007.0900000000001,1540.8799999999992,1232.8499999999985,877.3400000000001
2018-01-31,9114.72,208918.8,-1112.1400000000012,-992.5400000000009,-2119.2300000000014,-2653.0200000000004,-2344.99,1112.1400000000012,992.5400000000009,2119.2300000000014,2653.0200000000004,2344.99
2018-02-01,8870.82,322596.22,-243.89999999999964,-1356.0400000000009,-1236.4400000000005,-2363.130000000001,-2896.92,243.89999999999964,1356.0400000000009,1236.4400000000005,2363.130000000001,2896.92
2018-02-02,9251.27,139226.07,380.4500000000007,136.5500000000011,-975.5900000000001,-855.9899999999998,-1982.6800000000003,380.4500000000007,136.5500000000011,975.5900000000001,855.9899999999998,1982.6800000000003
2018-02-03,8218.05,164609.06,-1033.2200000000012,-652.7700000000004,-896.6700000000001,-2008.8100000000013,-1889.210000000001,1033.2200000000012,652.7700000000004,896.6700000000001,2008.8100000000013,1889.210000000001
2018-02-04,6937.08,341828.54,-1280.9699999999993,-2314.1900000000005,-1933.7399999999998,-2177.6399999999994,-3289.7800000000007,1280.9699999999993,2314.1900000000005,1933.7399999999998,2177.6399999999994,3289.7800000000007
2018-02-05,7701.25,495883.24,764.1700000000001,-516.7999999999993,-1550.0200000000004,-1169.5699999999997,-1413.4699999999993,764.1700000000001,516.7999999999993,1550.0200000000004,1169.5699999999997,1413.4699999999993
